20 20
529 583 554 591 289 493 779 533 544 622 355 309 735 523 53 24 240 160 733 691 
586 982 516 803 94 467 571 559 579 219 719 828 802 274 139 810 487 918 344 32 
261 418 60 996 942 113 739 901 991 192 594 297 176 111 102 988 297 392 549 596 
611 269 144 414 263 2 226 750 639 289 501 900 708 562 616 370 394 76 272 106 
268 585 403 444 416 224 153 432 617 702 29 229 690 891 363 953 893 308 423 534 
316 925 154 743 207 490 114 601 566 106 707 834 691 830 998 826 55 152 260 391 
854 8 340 545 900 703 219 794 730 642 48 47 287 203 791 494 693 624 815 978 
730 242 813 142 73 812 968 847 964 947 957 538 675 298 803 576 720 741 90 451 
103 139 218 391 61 728 604 473 353 139 452 803 382 266 945 174 798 633 740 482 
301 699 22 976 997 544 272 719 286 362 889 389 501 826 499 281 555 105 754 628 
962 207 151 345 193 815 520 991 168 979 193 469 679 215 165 678 478 437 117 483 
800 725 873 21 553 92 303 109 915 776 456 879 984 607 225 896 423 464 607 592 
445 800 780 843 735 946 241 214 103 358 698 622 85 291 363 638 383 385 466 300 
162 923 898 865 250 124 762 674 308 370 985 472 172 766 316 626 432 558 840 255 

635 258 877 439 549 241 78 652 345 264 671 508 906 570 374 157 413 856 550 721 
945 536 912 836 23 230 463 174 507 305 429 143 563 27 583 832 268 380 485 333 
363 157 841 270 727 934 147 141 791 697 582 738 953 495 575 695 444 40 869 951 
64 19 814 346 46 117 179 33 216 664 366 299 821 208 288 268 144 435 129 654 
852 711 112 525 925 407 221 371 166 809 42 230 828 575 576 874 411 475 908 628 
140 275 927 681 203 934 668 66 371 797 439 942 228 552 468 155 959 408 526 844 
218 287 75 766 863 370 360 275 845 987 622 705 264 269 106 186 205 774 970 295 
292 410 238 520 962 706 675 641 833 920 205 770 209 280 537 791 370 898 785 934 
605 128 359 588 397 465 774 321 959 745 616 970 157 573 210 838 998 886 200 832 
526 405 604 454 405 860 964 494 478 751 148 85 879 508 673 995 692 449 37 371 
913 372 342 789 946 553 348 945 159 267 498 685 391 103 859 515 682 824 10 162 
576 159 247 175 386 920 890 79 89 646 451 722 19 512 231 684 784 579 350 943 
846 848 349 239 670 209 473 353 34 484 234 330 362 481 224 748 122 833 827 929 
480 997 652 219 511 884 903 296 183 972 241 31 540 309 988 929 518 462 3 271 
665 237 320 28 438 545 776 560 379 324 490 579 322 862 798 552 466 421 849 649 
114 809 399 654 119 107 304 356 289 307 346 954 544 667 702 982 931 198 262 30 
241 472 609 564 335 127 117 801 268 685 170 382 214 570 755 52 396 60 408 685 
367 474 360 631 142 781 333 792 979 596 822 222 69 152 505 123 279 341 643 547 
746 813 648 960 103 405 14 500 184 141 904 271 615 265 621 476 47 954 269 746 
270 811 687 58 963 193 181 961 253 824 510 0 358 877 961 461 2 694 680 187 

835 586 177 171 851 798 366 618 472 355 365 743 167 53 801 131 964 983 93 936 
527 322 937 885 919 618 67 921 32 747 827 586 334 5 757 905 522 125 243 995 
480 327 739 366 99 260 497 64 244 309 1 491 351 657 377 271 994 444 911 27 
911 740 614 964 464 372 589 987 216 832 702 415 160 442 781 977 702 997 42 666 
27 762 158 378 139 254 368 135 699 280 162 330 21 776 295 205 868 885 911 803 
437 614 938 317 775 720 295 478 438 57 863 465 538 22 562 677 995 930 812 695 
929 694 744 670 190 40 875 59 644 787 582 83 402 521 400 178 960 414 375 399 
471 958 583 10 699 864 407 695 514 220 110 445 633 854 116 824 895 991 883 540 
498 466 342 900 706 461 797 668 876 891 786 67 850 371 78 551 954 485 247 470 
424 358 915 59 931 32 883 827 24 486 88 522 672 149 142 379 611 658 48 207 
550 554 274 121 644 71 391 599 556 357 70 700 434 985 478 367 736 362 195 479 
567 2 720 240 152 862 339 482 240 106 689 510 660 963 631 305 36 23 905 311 
99 694 12 534 400 209 901 137 290 97 617 858 818 338 817 689 920 157 172 879 
264 861 390 924 544 740 231 580 482 855 611 582 550 342 117 950 552 19 89 842 
834 425 420 653 482 239 62 403 396 234 284 660 814 393 305 360 135 255 659 617 
111 989 200 661 333 317 332 604 336 140 447 890 565 587 544 48 826 607 171 223 
560 174 603 376 567 627 455 702 882 833 40 993 824 240 374 876 277 706 481 332 
846 647 223 131 235 487 898 780 813 70 723 374 962 46 469 530 673 643 952 556 
478 992 550 22 951 643 617 229 351 817 562 916 184 785 767 139 273 666 919 87 
455 643 181 418 689 650 948 82 14 620 638 211 332 907 951 285 552 569 514 622 

387 795 258 290 301 26 429 293 411 350 100 866 712 281 285 122 650 953 204 664 
574 562 594 626 470 546 911 741 116 145 364 222 941 342 513 243 368 661 255 499 
12 355 366 725 355 371 566 7 325 770 390 618 333 985 245 523 251 875 265 368 
22 349 309 963 691 541 925 778 204 899 278 934 256 364 379 611 735 945 337 779 
436 447 398 769 152 363 12 403 239 278 490 261 346 519 943 756 61 588 535 983 
489 533 919 464 897 299 794 633 246 851 413 682 18 530 171 170 893 902 292 852 
899 502 832 246 22 496 3 801 803 257 786 12 790 706 476 407 6 990 41 970 
842 173 372 860 704 544 749 317 166 760 888 66 981 441 312 4 937 34 806 460 
291 593 473 801 300 668 209 25 659 969 996 221 143 369 800 566 632 269 603 798 
31 211 583 13 652 895 736 309 648 543 770 940 855 244 742 874 912 670 618 292 
640 615 513 784 704 315 70 56 584 392 574 334 604 158 67 257 773 803 567 422 
66 57 82 640 20 543 515 932 215 134 943 855 469 458 359 892 492 149 667 77 
541 960 131 146 838 198 123 612 720 409 753 786 466 555 427 486 99 661 138 33 
514 83 608 983 260 686 595 752 835 264 548 378 225 679 243 64 596 366 395 317 
775 868 822 960 424 250 447 242 630 305 994 146 107 603 848 367 290 445 838 127 
709 106 224 653 505 467 437 102 553 551 139 48 420 961 10 563 931 176 806 562 
481 801 708 307 124 277 393 414 722 232 260 151 58 203 804 563 671 960 665 943 
513 523 991 933 486 2 217 418 179 742 980 379 263 409 406 387 405 799 520 128 
751 781 279 809 984 802 92 375 483 476 319 996 1 312 649 487 33 866 905 930 
609 605 311 872 733 717 978 139 236 500 985 987 282 983 516 985 506 608 81 989 
